id,a1_gender,a2_age,a3_number_of_children,a4_children_under_18_years,a5_age_youngest_children,a6_education_level,B2_Public_service_status_ger,B1_commute_distance_in_km,B3_early_retirement_rate,B4_sickness_days,B5_Degree_of_employment,B6_gross_working_days,B7_Vacation_days,B8_net_working_days,B9_salary_increase_last_year,B10_Tenure_in_month,B11_salary_today_brl,B12_salary_increase_last_5_years,B13_Parental_leave,D1_monthly_unemployment_rate_brazil,D2_monthly_number_of_vacancies,D3_monthly_short_time_workers,B14_Cargo,B15_Sector,B16_Headquarters,b1_PDI_rate,c1_overall_employee_satisfaction,c2_employee_satisfaction_moving_average,M_Onb_3d_Integration,M_eNPS,M_Onb_15d_Credibility,M_Onb_15d_Respect,M_Onb_15d_Impartiality,M_Onb_15d_Pride,M_Onb_15d_Camaraderie,M_Onb_30d_Credibility,M_Onb_30d_Respect,M_Onb_30d_Impartiality,M_Onb_30d_Pride,M_Onb_30d_Camaraderie,Climate_Cred_Informative_Comm,Climate_Cred_Accessible_Comm,Climate_Cred_Coordination,Climate_Cred_Supervision,Climate_Cred_Clear_Vision,Climate_Cred_Reliability,Climate_Resp_Prof_Appreciation,Climate_Resp_Indiv_Effort,Climate_Resp_Collaboration,Climate_Resp_Work_Env,Climate_Resp_Personal_Life,Climate_Imp_Payment,Climate_Imp_Belonging,Climate_Imp_Impartiality_Recog,Climate_Imp_Treatment,Climate_Imp_Resources,Climate_Pride_Work,Climate_Pride_Team,Climate_Pride_Company,Climate_Cam_Closeness,Climate_Cam_Relaxation,Climate_Cam_Welcoming,Climate_Cam_Community,E_Exit_Reason,E_Exit_Satisfaction,Turnover
EMP-666,Male,34,4,1,7.0,Master,0,50.4,0.0,3,0.75,187,22,162,380.46,57,3735.0,380.46,0,11.04,462,55,Director,Operations,Remote,0.84,6,5.93,4,7,5,5,5,5,5,4,3,5,5,5,5,5,4,4,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,Better Offer,5.0,1
EMP-667,Female,40,1,0,8.0,Master,0,1.5,0.0,11,1.0,250,30,209,170.63,65,5200.0,1555.54,0,9.04,558,52,Specialist,HR,Curitiba,0.66,5,5.63,5,5,3,5,3,5,5,5,4,5,3,4,5,3,4,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Better Offer,4.0,1
EMP-668,Male,37,2,2,3.0,High School,0,5.8,0.0,1,1.0,250,30,219,171.44,43,3230.0,171.44,0,9.21,369,34,Assistant,IT,Curitiba,0.51,6,6.6,5,8,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,3,5,5,4,5,5,5,3,Better Offer,5.0,1
EMP-669,Female,36,0,0,,Bachelor,0,14.4,0.0,5,1.0,250,30,215,0.0,3,3220.0,0.0,0,8.72,366,-45,Specialist,Operations,Rio de Janeiro,0.48,6,6.18,4,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,Better Offer,5.0,1
EMP-670,Female,38,1,0,15.0,High School,0,1.3,0.0,3,1.0,250,30,217,198.89,174,5860.0,1802.0,0,12.74,554,-49,Specialist,Marketing,Rio de Janeiro,0.72,6,6.74,4,10,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-671,Female,22,0,0,,Bachelor,0,8.7,0.0,1,1.0,250,30,219,500.93,48,3980.0,500.93,0,13.12,601,-22,Intern,Sales,Rio de Janeiro,0.72,6,6.8,5,8,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,Better Offer,4.0,1
EMP-672,Male,41,2,2,17.0,High School,1,3.7,0.0,1,1.0,250,30,219,76.27,44,3290.0,76.27,0,9.84,439,5,Analyst,IT,Rio de Janeiro,0.83,8,8.49,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,None,,0
EMP-673,Male,34,1,1,8.0,Master,0,4.5,0.0,5,1.0,250,30,215,0.0,8,4000.0,0.0,0,7.68,702,-46,Assistant,Sales,Sao Paulo,0.53,7,7.51,5,8,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-674,Male,31,2,2,10.0,High School,0,15.1,0.0,2,1.0,250,30,218,0.0,6,2430.0,0.0,0,9.1,464,-21,Specialist,HR,Sao Paulo,0.5,7,7.84,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,Stress,5.0,1
EMP-675,Male,33,3,2,8.0,High School,0,3.7,0.0,9,0.75,187,22,156,0.0,6,1837.5,0.0,0,8.34,468,48,Director,Finance,Rio de Janeiro,0.57,6,6.37,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,4,5,None,,0
EMP-676,Male,42,3,1,20.0,Master,0,16.5,0.0,6,1.0,250,30,214,271.94,98,5880.0,2697.34,0,11.18,489,84,Specialist,Sales,Belo Horizonte,0.92,6,6.36,5,6,5,5,4,4,5,4,5,4,5,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,Better Offer,5.0,1
EMP-677,Female,50,0,0,,High School,1,8.9,0.0,4,1.0,250,30,216,70.07,80,4100.0,497.31,0,13.76,686,-1,Specialist,Marketing,Curitiba,0.64,7,6.95,5,6,5,5,5,5,5,3,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-678,Female,18,0,0,,Bachelor,0,3.0,0.0,5,1.0,250,30,215,0.0,0,2980.0,0.0,0,12.5,647,-5,Assistant,Marketing,Belo Horizonte,0.85,7,7.11,5,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-679,Female,38,2,1,12.0,Bachelor,1,2.7,0.0,5,1.0,250,30,215,229.75,26,3700.0,229.75,0,10.46,661,97,Manager,Finance,Rio de Janeiro,0.79,8,8.55,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Stress,5.0,1
EMP-680,Male,26,1,0,5.0,PhD,0,16.1,0.0,6,1.0,250,30,214,243.63,96,7180.0,2455.36,0,11.79,441,44,Manager,HR,Sao Paulo,0.88,8,8.83,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-681,Female,47,2,2,21.0,High School,0,2.7,0.0,6,1.0,250,30,214,0.0,7,2610.0,0.0,0,9.1,547,0,Analyst,Marketing,Sao Paulo,0.55,4,4.95,4,4,4,4,5,4,4,5,5,4,3,4,4,3,5,5,4,4,5,4,5,4,5,5,5,3,5,5,5,3,4,4,4,5,4,Personal,5.0,1
EMP-682,Female,20,0,0,,Master,0,4.6,0.0,4,1.0,250,30,216,0.0,4,3780.0,0.0,0,7.18,376,-53,Manager,Legal,Belo Horizonte,0.91,6,6.01,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,None,,0
EMP-683,Male,31,0,0,,Master,0,4.5,0.0,5,1.0,250,30,215,1689.82,84,5490.0,1578.57,0,12.69,568,-1,Specialist,Legal,Rio de Janeiro,0.64,3,3.08,4,2,4,5,4,4,5,5,4,3,4,4,3,4,4,3,4,2,4,3,4,3,5,3,4,3,4,4,3,3,3,2,4,4,3,Better Offer,1.0,1
EMP-684,Male,38,0,0,,Bachelor,0,29.0,0.0,3,1.0,250,30,217,536.05,45,4080.0,536.05,0,7.88,465,19,Analyst,HR,Remote,0.96,6,7.03,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-685,Female,58,2,0,31.0,High School,0,2.0,0.16612017859787145,14,1.0,250,30,206,0.0,8,2740.0,0.0,0,13.26,547,-43,Specialist,Marketing,Curitiba,0.74,8,8.42,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,Better Offer,5.0,1
EMP-686,Female,43,3,3,6.0,Bachelor,0,18.5,0.0,1,1.0,250,30,219,0.0,5,3330.0,0.0,0,13.31,684,-5,Specialist,Sales,Belo Horizonte,0.56,9,9.11,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-687,Female,38,2,0,7.0,High School,0,2.6,0.0,5,1.0,250,30,215,0.0,11,2600.0,0.0,0,13.3,504,-1,Manager,HR,Rio de Janeiro,0.73,9,8.69,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-688,Female,37,2,1,15.0,Bachelor,0,18.7,0.0,8,1.0,250,30,212,269.67,75,4670.0,2058.82,0,7.15,460,-36,Analyst,Sales,Rio de Janeiro,0.84,7,7.45,4,7,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-689,Female,39,2,1,20.0,High School,0,5.7,0.0,9,1.0,250,30,211,31.49,15,2690.0,31.49,0,10.05,421,-6,Assistant,Operations,Remote,0.85,5,5.97,5,6,3,4,5,4,4,4,5,5,4,5,5,4,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,3,5,5,5,5,5,Better Offer,4.0,1
EMP-690,Female,34,3,3,0.0,Bachelor,0,1.9,0.0,5,1.0,250,30,215,0.0,2,3180.0,0.0,1,8.11,496,38,Assistant,Sales,Rio de Janeiro,0.66,9,8.82,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-691,Male,26,2,1,3.0,Master,0,2.2,0.0,6,1.0,250,30,214,893.88,47,4700.0,893.88,0,9.15,529,31,Specialist,Sales,Curitiba,0.91,8,8.01,5,7,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-692,Female,41,1,1,4.0,High School,0,26.0,0.0,4,1.0,250,30,216,356.91,132,5050.0,2088.4,0,7.88,352,14,Analyst,Legal,Sao Paulo,0.84,8,8.17,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-693,Male,29,2,2,9.0,High School,0,10.6,0.0,3,1.0,250,30,217,224.5,61,3510.0,1288.78,0,8.93,467,20,Specialist,Finance,Sao Paulo,0.92,8,8.26,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,None,,0
EMP-694,Female,26,1,0,6.0,High School,0,41.3,0.0,5,1.0,250,30,215,225.13,96,4180.0,1264.07,0,7.94,432,44,Specialist,Operations,Rio de Janeiro,0.91,9,9.29,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-695,Male,42,1,1,12.0,Master,0,15.3,0.0,11,1.0,250,30,209,358.8,61,5140.0,1345.85,0,10.3,663,-26,Analyst,Marketing,Curitiba,0.71,4,4.15,5,7,3,5,5,3,5,4,5,4,4,3,5,4,3,5,5,4,5,5,4,4,3,3,3,5,4,4,2,5,4,4,4,5,3,Dissatisfaction,3.0,1
EMP-696,Male,30,1,0,8.0,High School,0,12.6,0.0,3,1.0,250,30,217,203.65,59,3480.0,203.65,0,10.44,468,55,Analyst,HR,Rio de Janeiro,0.7,7,7.18,5,10,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,Better Offer,5.0,1
EMP-697,Female,38,0,0,,Bachelor,0,8.9,0.0,6,1.0,250,30,214,547.95,74,4660.0,648.16,0,11.14,530,-30,Analyst,HR,Sao Paulo,0.76,8,8.56,5,10,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,None,,0
EMP-698,Male,42,2,1,17.0,High School,0,22.5,0.0,6,1.0,250,30,214,1203.25,172,5860.0,1427.8,0,13.59,553,15,Analyst,Operations,Sao Paulo,0.77,6,6.35,5,3,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,None,,0
EMP-699,Male,38,2,2,10.0,Master,0,1.9,0.0,2,1.0,250,30,218,330.47,42,4720.0,330.47,0,8.43,504,22,Assistant,Legal,Sao Paulo,0.63,5,5.28,4,5,4,4,2,4,5,5,4,4,4,5,5,5,4,5,5,4,4,3,5,4,5,5,3,5,5,4,5,4,5,4,4,5,4,None,,0
EMP-700,Female,39,1,0,4.0,High School,0,7.5,0.0,2,1.0,250,30,218,246.59,16,2710.0,246.59,0,7.73,502,27,Assistant,HR,Remote,0.75,6,6.52,4,7,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-701,Male,39,5,2,16.0,Master,0,6.3,0.0,4,1.0,250,30,216,270.69,52,4930.0,270.69,0,13.25,451,28,Assistant,Finance,Rio de Janeiro,0.68,7,8.0,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-702,Female,56,1,0,15.0,Bachelor,0,2.5,0.13422674112244323,7,1.0,250,30,213,1105.12,154,6440.0,3045.16,0,12.69,270,8,Assistant,HR,Sao Paulo,0.96,4,4.28,5,3,4,3,4,5,5,4,5,5,4,5,3,3,4,5,4,4,4,5,5,3,4,4,4,4,4,5,4,5,4,4,4,4,4,Better Offer,4.0,1
EMP-703,Male,36,0,0,,Master,0,15.0,0.0,5,1.0,250,30,215,0.0,11,4080.0,0.0,0,9.39,633,42,Assistant,Marketing,Rio de Janeiro,0.81,5,6.14,4,6,5,5,5,4,5,4,5,5,4,5,4,5,5,5,4,5,5,3,5,5,5,5,4,5,5,4,5,5,4,4,4,4,5,Better Offer,3.0,1
EMP-704,Male,30,2,2,2.0,Master,0,12.3,0.0,4,1.0,250,30,216,105.31,24,4280.0,105.31,0,12.51,401,17,Analyst,HR,Rio de Janeiro,0.59,6,6.63,4,8,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-705,Female,52,5,1,34.0,Bachelor,0,11.3,0.0,8,1.0,250,30,212,1185.15,97,5260.0,2197.8,0,13.32,440,31,Specialist,Marketing,Sao Paulo,0.94,7,7.52,5,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,None,,0
EMP-706,Female,52,1,0,21.0,Bachelor,0,12.4,0.0,11,1.0,250,30,209,0.0,10,3520.0,0.0,0,11.52,397,-7,Analyst,Sales,Rio de Janeiro,0.52,7,7.13,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-707,Female,38,2,1,4.0,High School,0,5.1,0.0,6,1.0,250,30,214,0.0,5,2480.0,0.0,0,7.36,552,27,Director,Legal,Sao Paulo,0.59,6,7.23,5,7,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-708,Male,29,2,1,5.0,High School,0,11.2,0.0,3,1.0,250,30,217,0.0,1,2310.0,0.0,0,9.41,493,10,Director,Operations,Rio de Janeiro,0.69,6,6.2,5,5,5,3,5,4,4,5,5,5,5,4,4,4,5,5,5,5,4,5,3,5,5,5,5,5,3,4,5,5,4,4,5,5,5,Better Offer,2.0,1
EMP-709,Female,43,3,2,20.0,Master,0,3.8,0.0,4,1.0,250,30,216,694.47,98,5890.0,1530.75,0,11.32,388,162,Manager,IT,Rio de Janeiro,0.76,5,5.97,4,6,5,5,5,5,4,5,5,5,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-710,Female,37,0,0,,High School,0,8.8,0.0,5,1.0,250,30,215,0.0,3,2430.0,0.0,0,13.51,483,8,Manager,Operations,Rio de Janeiro,0.78,8,8.75,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-711,Female,50,1,0,8.0,High School,0,10.2,0.0,6,0.5,125,15,104,0.0,4,1290.0,0.0,0,11.96,460,-56,Analyst,IT,Curitiba,0.8,8,9.18,5,10,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-712,Female,55,3,2,23.0,High School,0,11.5,0.0,9,0.5,125,15,101,80.2,23,1505.0,80.2,0,11.49,451,49,Specialist,Legal,Sao Paulo,0.74,7,7.49,5,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-713,Female,38,2,1,14.0,Master,0,2.0,0.0,2,1.0,250,30,218,224.65,34,4560.0,224.65,0,13.92,423,-53,Assistant,Operations,Rio de Janeiro,0.37,6,6.35,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,None,,0
EMP-714,Male,53,1,0,32.0,Bachelor,0,7.8,0.0,6,1.0,250,30,214,1146.83,104,5410.0,1117.3,0,13.55,450,32,Analyst,Sales,Rio de Janeiro,0.74,4,4.91,5,6,3,5,4,5,4,4,5,5,5,4,4,5,4,4,5,4,4,4,5,4,4,4,5,5,4,4,5,5,4,5,3,4,5,Retirement,4.0,1
EMP-715,Male,21,0,0,,High School,0,8.6,0.0,5,1.0,250,30,215,128.4,36,2930.0,128.4,0,8.83,430,-44,Specialist,Operations,Sao Paulo,0.92,8,8.13,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-716,Female,50,2,0,26.0,Bachelor,0,2.0,0.0,10,1.0,250,30,210,393.13,37,4040.0,393.13,0,11.08,434,10,Analyst,Legal,Rio de Janeiro,0.69,4,3.66,4,3,5,3,5,3,5,3,5,4,4,4,5,4,3,4,4,5,4,3,5,5,4,4,4,5,5,4,5,4,5,2,4,3,5,Stress,2.0,1
EMP-717,Female,39,1,1,2.0,Master,0,2.7,0.0,6,1.0,250,30,214,1082.83,153,6950.0,3509.41,0,10.17,353,106,Manager,HR,Rio de Janeiro,0.63,6,6.03,5,6,4,4,4,5,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,5,4,4,Personal,5.0,1
EMP-718,Female,53,3,0,30.0,High School,0,29.2,0.0,10,0.5,125,15,100,0.0,11,1375.0,0.0,0,12.01,663,-11,Specialist,Sales,Sao Paulo,0.38,5,5.12,3,3,5,5,5,5,4,4,4,5,5,4,5,4,5,4,5,4,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,4,Better Offer,3.0,1
EMP-719,Female,42,3,1,15.0,Bachelor,0,5.1,0.0,3,1.0,250,30,217,0.0,8,3380.0,0.0,0,9.03,439,68,Analyst,Operations,Sao Paulo,0.61,7,7.13,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,Better Offer,5.0,1
EMP-720,Female,46,4,3,20.0,Master,0,26.0,0.0,2,1.0,250,30,218,778.47,48,4920.0,778.47,0,12.98,401,-12,Manager,Legal,Sao Paulo,0.77,9,8.72,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-721,Male,49,2,1,30.0,High School,0,28.5,0.0,4,1.0,250,30,216,0.0,10,2690.0,0.0,0,11.69,498,50,Analyst,Sales,Sao Paulo,0.77,8,8.08,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-722,Female,59,0,0,,High School,0,2.2,0.37360473552347945,8,1.0,250,30,212,552.76,66,3910.0,1222.16,0,13.22,537,-107,Specialist,Marketing,Sao Paulo,0.65,5,6.29,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5,5,4,Better Offer,4.0,1
EMP-723,Male,40,3,3,17.0,Master,0,52.0,0.0,11,1.0,250,30,209,0.0,11,4120.0,0.0,0,12.66,369,38,Manager,Sales,Rio de Janeiro,0.72,8,8.19,5,10,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-724,Male,50,1,0,18.0,High School,0,5.4,0.0,3,1.0,250,30,217,79.13,33,3160.0,79.13,0,12.24,345,-1,Assistant,HR,Belo Horizonte,0.84,6,6.57,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,4,None,,0
EMP-725,Male,38,0,0,,High School,0,8.6,0.0,3,1.0,250,30,217,123.19,87,4120.0,2412.69,0,7.45,378,55,Director,HR,Sao Paulo,0.76,8,8.52,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-726,Male,25,0,0,,Bachelor,0,6.8,0.0,1,0.5,125,15,109,148.65,15,1675.0,148.65,0,9.04,455,38,Analyst,Legal,Rio de Janeiro,0.89,7,7.52,5,9,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,None,,0
EMP-727,Male,46,1,1,15.0,High School,0,18.0,0.0,10,1.0,250,30,210,415.66,58,3620.0,415.66,0,11.35,534,86,Specialist,IT,Sao Paulo,0.89,7,7.19,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,Stress,5.0,1
EMP-728,Male,33,2,1,12.0,High School,0,38.7,0.0,7,0.75,187,22,158,632.86,126,3637.5,441.72,0,13.96,498,-62,Assistant,HR,Rio de Janeiro,0.67,6,6.59,3,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,Better Offer,5.0,1
EMP-729,Female,42,1,1,20.0,Bachelor,0,1.9,0.0,4,1.0,250,30,216,379.52,30,3820.0,379.52,0,9.81,528,34,Specialist,Operations,Rio de Janeiro,0.8,8,8.16,4,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,Better Offer,5.0,1
EMP-730,Male,21,0,0,,Bachelor,0,28.9,0.0,4,1.0,250,30,216,231.42,36,3730.0,231.42,0,9.81,565,-21,Assistant,IT,Sao Paulo,0.73,7,7.56,5,8,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,None,,0
EMP-731,Male,31,2,2,4.0,No Degree,0,2.4,0.0,7,1.0,250,30,213,355.07,102,4350.0,1301.82,0,9.89,440,-68,Specialist,Finance,Sao Paulo,0.6,5,5.72,5,6,4,5,4,4,3,5,4,4,4,5,3,4,5,5,4,5,5,5,4,4,4,5,5,5,4,4,5,5,4,5,5,4,5,Better Offer,4.0,1
EMP-732,Male,38,0,0,,PhD,0,9.6,0.0,5,1.0,250,30,215,672.66,71,6800.0,2152.14,0,10.52,399,0,Specialist,HR,Rio de Janeiro,0.36,5,4.98,5,5,4,5,4,4,5,5,4,5,3,4,4,4,5,5,4,5,5,5,5,4,4,4,5,4,5,5,5,3,5,4,5,4,4,Dissatisfaction,5.0,1
EMP-733,Male,39,1,0,6.0,High School,0,102.9,0.0,2,0.75,187,22,163,89.92,68,2812.5,700.26,0,9.71,534,62,Assistant,HR,Curitiba,0.92,6,6.3,5,7,5,5,5,5,4,4,3,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,Retirement,4.0,1
EMP-734,Male,33,2,0,10.0,High School,0,21.4,0.0,2,0.75,187,22,163,0.0,4,1807.5,0.0,0,10.36,523,28,Specialist,Marketing,Rio de Janeiro,0.64,6,6.87,4,5,5,4,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-735,Female,42,2,2,23.0,Bachelor,0,5.4,0.0,8,0.75,187,22,157,0.0,11,2580.0,0.0,0,8.32,538,22,Specialist,IT,Sao Paulo,0.63,4,5.17,5,3,4,5,4,5,4,5,5,4,4,4,5,5,4,4,5,3,5,4,5,5,5,4,4,4,4,5,4,4,4,4,5,4,5,Better Offer,5.0,1
EMP-736,Female,35,1,1,15.0,Bachelor,0,23.3,0.0,4,1.0,250,30,216,1049.61,33,3810.0,1049.61,0,12.56,348,78,Analyst,Finance,Remote,0.65,9,9.13,5,8,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-737,Female,43,1,1,13.0,High School,1,40.8,0.0,1,1.0,250,30,219,1186.06,300,8430.0,1273.38,0,10.92,523,15,Analyst,Sales,Sao Paulo,0.97,8,8.82,5,7,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,None,,0
EMP-738,Female,44,1,1,25.0,Master,0,12.6,0.0,7,1.0,250,30,213,380.22,84,5620.0,852.55,0,13.5,480,2,Analyst,Finance,Sao Paulo,0.77,5,5.49,5,6,5,5,5,4,3,4,4,5,4,4,4,5,5,5,4,5,5,5,3,4,5,5,4,4,4,4,3,5,5,4,4,5,4,None,,0
EMP-739,Female,41,0,0,,Master,0,28.6,0.0,4,1.0,250,30,216,936.16,79,5490.0,2531.23,0,8.99,378,-53,Specialist,HR,Rio de Janeiro,0.81,5,5.27,4,4,5,4,5,5,3,4,4,5,5,5,4,4,4,3,4,3,5,4,4,5,4,5,4,5,4,4,5,5,4,4,4,4,4,None,,0
EMP-740,Male,49,2,1,28.0,High School,0,21.2,0.0,7,1.0,250,30,213,230.54,30,3090.0,230.54,0,12.74,591,55,Manager,Legal,Sao Paulo,0.78,7,7.34,5,7,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
