id,a1_gender,a2_age,a3_number_of_children,a4_children_under_18_years,a5_age_youngest_children,a6_education_level,B2_Public_service_status_ger,B1_commute_distance_in_km,B3_early_retirement_rate,B4_sickness_days,B5_Degree_of_employment,B6_gross_working_days,B7_Vacation_days,B8_net_working_days,B9_salary_increase_last_year,B10_Tenure_in_month,B11_salary_today_brl,B12_salary_increase_last_5_years,B13_Parental_leave,D1_monthly_unemployment_rate_brazil,D2_monthly_number_of_vacancies,D3_monthly_short_time_workers,B14_Cargo,B15_Sector,B16_Headquarters,c1_overall_employee_satisfaction,c2_employee_satisfaction_moving_average,M_Onb_3d_Integration,M_eNPS,M_Onb_15d_Credibility,M_Onb_15d_Respect,M_Onb_15d_Impartiality,M_Onb_15d_Pride,M_Onb_15d_Camaraderie,M_Onb_30d_Credibility,M_Onb_30d_Respect,M_Onb_30d_Impartiality,M_Onb_30d_Pride,M_Onb_30d_Camaraderie,Climate_Cred_Informative_Comm,Climate_Cred_Accessible_Comm,Climate_Cred_Coordination,Climate_Cred_Supervision,Climate_Cred_Clear_Vision,Climate_Cred_Reliability,Climate_Resp_Prof_Appreciation,Climate_Resp_Indiv_Effort,Climate_Resp_Collaboration,Climate_Resp_Work_Env,Climate_Resp_Personal_Life,Climate_Imp_Payment,Climate_Imp_Belonging,Climate_Imp_Impartiality_Recog,Climate_Imp_Treatment,Climate_Imp_Resources,Climate_Pride_Work,Climate_Pride_Team,Climate_Pride_Company,Climate_Cam_Closeness,Climate_Cam_Relaxation,Climate_Cam_Welcoming,Climate_Cam_Community,E_Exit_Reason,E_Exit_Satisfaction,Turnover
EMP-812,Female,48,2,1,7.0,High School,0,3.7,0.0,5,1.0,250,30,215,0.0,4,2560.0,0.0,0,13.41,498,59,Director,Sales,Sao Paulo,6,6.19,5,4,4,5,5,4,4,5,5,5,3,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,Dissatisfaction,4.0,1
EMP-813,Male,39,0,0,,High School,1,11.4,0.0,9,1.0,250,30,211,301.72,220,6790.0,1967.57,0,12.41,493,20,Specialist,HR,Sao Paulo,7,7.44,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,None,,0
EMP-814,Female,35,1,1,3.0,High School,0,4.6,0.0,3,1.0,250,30,217,79.4,16,2670.0,79.4,0,7.84,464,6,Analyst,Marketing,Remote,5,5.6,5,4,5,5,3,3,5,5,4,5,3,3,3,5,5,4,4,5,4,5,5,4,5,5,5,5,5,4,5,4,4,4,5,3,5,Better Offer,5.0,1
EMP-815,Male,46,4,1,2.0,High School,0,14.9,0.0,7,1.0,250,30,213,93.59,64,3740.0,1719.87,0,7.91,594,-103,Manager,Operations,Rio de Janeiro,6,6.68,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,None,,0
EMP-816,Female,29,2,1,1.0,Bachelor,0,3.6,0.0,5,1.0,250,30,215,0.0,10,3290.0,0.0,0,10.51,457,80,Specialist,HR,Sao Paulo,9,9.15,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,None,,0
EMP-817,Male,48,1,1,14.0,Master,1,4.4,0.0,4,1.0,250,30,216,825.94,51,5000.0,825.94,0,13.12,539,39,Director,Legal,Sao Paulo,6,6.6,4,6,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,4.0,1
EMP-818,Male,37,0,0,,High School,0,9.1,0.0,11,1.0,250,30,209,137.89,35,3070.0,137.89,0,10.77,438,-6,Specialist,IT,Rio de Janeiro,5,5.81,3,7,4,5,4,4,4,5,3,5,5,5,5,4,5,5,4,5,5,5,5,4,5,3,5,5,5,5,4,5,5,5,5,5,5,Better Offer,4.0,1
EMP-819,Female,25,0,0,,PhD,0,4.3,0.0,8,1.0,250,30,212,649.66,84,6930.0,2127.91,0,8.87,541,68,Assistant,Sales,Sao Paulo,7,7.96,5,10,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-820,Female,36,0,0,,High School,0,16.1,0.0,5,1.0,250,30,215,266.19,57,3500.0,266.19,0,8.25,431,-12,Intern,Sales,Curitiba,7,7.98,5,9,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-821,Male,51,1,0,16.0,High School,0,4.3,0.0,7,1.0,250,30,213,108.53,48,3470.0,108.53,0,9.9,705,5,Specialist,Legal,Belo Horizonte,7,6.81,5,8,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,4.0,1
EMP-822,Male,37,1,0,1.0,High School,0,9.9,0.0,5,1.0,250,30,215,0.0,6,2490.0,0.0,0,10.78,365,15,Assistant,IT,Rio de Janeiro,7,7.44,5,8,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-823,Female,42,2,0,7.0,Bachelor,0,19.0,0.0,4,1.0,250,30,216,1249.88,86,4940.0,1300.13,0,12.76,512,-4,Specialist,HR,Rio de Janeiro,6,6.69,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-824,Female,39,3,3,10.0,Bachelor,0,5.6,0.0,4,1.0,250,30,216,477.39,90,4990.0,1785.15,0,9.6,734,80,Analyst,Legal,Rio de Janeiro,9,8.53,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-825,Male,27,2,2,1.0,High School,0,4.4,0.0,5,1.0,250,30,215,0.0,5,2370.0,0.0,0,13.83,635,-39,Director,HR,Remote,7,7.65,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,None,,0
EMP-826,Male,47,4,2,18.0,High School,0,23.1,0.0,6,1.0,250,30,214,473.73,47,3410.0,473.73,0,12.89,529,55,Director,Marketing,Curitiba,9,9.04,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-827,Female,56,1,0,16.0,Bachelor,0,1.2,0.7099936668165951,4,0.75,187,22,161,0.0,9,2655.0,0.0,0,8.35,452,-10,Analyst,IT,Curitiba,6,6.38,4,9,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,4,5,4,5,5,5,Better Offer,2.0,1
EMP-828,Female,38,0,0,,Bachelor,0,32.2,0.0,4,1.0,250,30,216,1406.5,127,5720.0,1520.0,0,13.22,525,110,Analyst,Marketing,Rio de Janeiro,5,6.12,4,8,5,5,3,5,5,4,4,5,4,5,4,5,5,5,5,5,5,3,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,None,,0
EMP-829,Male,58,3,0,19.0,Bachelor,0,2.5,0.11254574418994019,6,1.0,250,30,214,216.4,193,7240.0,1142.53,0,11.58,423,39,Analyst,Operations,Curitiba,7,7.55,5,8,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-830,Female,36,1,1,13.0,Bachelor,0,29.2,0.0,5,1.0,250,30,215,711.95,14,3440.0,711.95,0,12.71,518,43,Director,Sales,Sao Paulo,9,9.17,5,9,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-831,Male,34,3,1,7.0,Bachelor,0,1.4,0.0,7,0.75,187,22,158,0.0,7,2460.0,0.0,0,12.69,602,-17,Specialist,Sales,Sao Paulo,5,5.87,5,9,5,5,3,2,4,4,5,4,4,5,5,3,4,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,4,5,Better Offer,4.0,1
EMP-832,Female,38,0,0,,Master,0,17.1,0.0,3,1.0,250,30,217,0.0,2,3920.0,0.0,0,7.01,516,32,Specialist,HR,Remote,5,5.96,5,7,5,5,5,5,5,4,4,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,Personal,4.0,1
EMP-833,Male,30,5,3,9.0,Bachelor,0,7.9,0.0,8,1.0,250,30,212,0.0,6,3220.0,0.0,0,8.18,495,-29,Analyst,Legal,Curitiba,7,7.36,5,7,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,Dissatisfaction,5.0,1
EMP-834,Male,33,1,0,0.0,Bachelor,0,2.0,0.0,3,1.0,250,30,217,548.02,160,6330.0,2301.97,0,13.94,379,-17,Intern,IT,Rio de Janeiro,7,7.34,5,6,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-835,Female,46,2,1,7.0,High School,0,7.5,0.0,3,0.75,187,22,162,403.98,68,2865.0,788.25,0,11.43,440,22,Assistant,Marketing,Rio de Janeiro,5,5.08,5,3,5,3,4,4,3,5,5,4,4,4,4,5,4,4,4,3,4,5,4,5,5,5,4,5,5,5,5,3,5,4,4,4,5,Retirement,4.0,1
EMP-836,Female,49,1,1,27.0,Bachelor,0,20.5,0.0,6,0.75,187,22,159,56.63,31,2932.5,56.63,0,13.72,446,26,Analyst,Operations,Sao Paulo,7,7.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Stress,5.0,1
EMP-837,Female,52,4,1,24.0,Bachelor,0,10.2,0.0,6,1.0,250,30,214,0.0,2,3360.0,0.0,0,8.48,488,45,Assistant,HR,Sao Paulo,8,8.27,5,10,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,None,,0
EMP-838,Male,42,2,0,1.0,Bachelor,0,4.1,0.0,1,1.0,250,30,219,339.34,53,4280.0,339.34,0,12.91,432,77,Assistant,Operations,Rio de Janeiro,5,6.22,5,7,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,Better Offer,4.0,1
EMP-839,Female,39,0,0,,High School,0,5.6,0.0,2,0.5,125,15,108,48.33,61,1805.0,371.09,0,11.33,661,77,Specialist,HR,Sao Paulo,6,7.12,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,Personal,5.0,1
EMP-840,Female,47,2,1,28.0,Bachelor,0,5.3,0.0,7,1.0,250,30,213,164.01,64,4550.0,2182.92,0,7.33,367,10,Intern,Finance,Curitiba,6,6.73,5,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,None,,0
EMP-841,Male,31,0,0,,Bachelor,0,11.0,0.0,3,1.0,250,30,217,286.22,45,4010.0,286.22,0,7.47,521,-11,Intern,HR,Rio de Janeiro,4,4.21,3,2,3,4,3,4,5,4,5,4,5,4,5,4,4,4,4,4,4,4,5,4,5,4,4,4,4,5,2,4,3,5,5,4,4,Better Offer,4.0,1
EMP-842,Male,50,2,0,6.0,High School,0,3.9,0.0,9,1.0,250,30,211,214.78,90,4300.0,1456.53,0,12.49,582,68,Manager,Sales,Sao Paulo,5,5.46,5,5,4,5,5,4,5,5,5,4,4,5,4,4,5,5,5,4,4,4,5,5,5,5,3,3,4,4,4,5,5,5,5,5,4,None,,0
EMP-843,Female,33,1,1,10.0,High School,1,2.9,0.0,6,0.75,187,22,159,178.08,87,3052.5,1069.0,0,9.38,389,117,Analyst,Finance,Rio de Janeiro,4,5.2,4,1,5,2,4,4,5,4,4,5,4,3,5,3,5,5,4,4,5,4,4,5,5,4,4,3,5,4,5,5,5,5,5,5,3,Personal,4.0,1
EMP-844,Male,34,4,3,14.0,Bachelor,0,4.6,0.0,4,1.0,250,30,216,0.0,0,3140.0,0.0,0,7.62,604,-74,Analyst,Finance,Sao Paulo,8,8.53,4,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,Dissatisfaction,5.0,1
EMP-845,Male,26,0,0,,Master,0,25.6,0.0,3,0.75,187,22,162,212.88,86,4110.0,1853.21,0,10.18,525,73,Manager,Legal,Sao Paulo,5,5.91,5,6,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,3,5,5,5,4,Personal,5.0,1
EMP-846,Female,31,4,0,9.0,Bachelor,0,12.5,0.0,7,1.0,250,30,213,652.49,127,5650.0,2040.08,0,12.05,524,-21,Specialist,Marketing,Sao Paulo,5,5.4,5,6,5,5,4,5,4,5,5,5,5,4,5,4,5,5,4,4,5,5,3,5,5,4,5,5,4,5,4,4,4,5,4,4,5,None,,0
EMP-847,Female,23,0,0,,Bachelor,0,13.9,0.0,3,1.0,250,30,217,93.84,21,3450.0,93.84,0,7.66,442,10,Manager,Marketing,Rio de Janeiro,4,4.84,5,4,5,4,3,5,3,2,5,4,4,5,4,3,5,4,5,5,5,5,5,5,5,4,5,4,4,5,4,5,5,4,5,4,5,None,,0
EMP-848,Female,29,3,3,11.0,High School,0,5.8,0.0,8,1.0,250,30,212,665.68,16,2610.0,665.68,0,9.21,348,64,Analyst,Finance,Sao Paulo,8,8.5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-849,Female,35,0,0,,High School,0,17.3,0.0,6,1.0,250,30,214,305.83,74,3830.0,1613.59,0,11.66,552,85,Analyst,Operations,Remote,5,5.76,5,7,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,Better Offer,5.0,1
EMP-850,Female,55,1,0,0.0,No Degree,0,21.6,0.0,8,1.0,250,30,212,334.82,26,3070.0,334.82,0,10.72,648,84,Director,Operations,Sao Paulo,6,5.75,3,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,4,4,5,5,4,5,5,5,None,,0
EMP-851,Female,48,5,3,2.0,Bachelor,0,30.1,0.0,10,1.0,250,30,210,97.74,38,4040.0,97.74,0,13.66,606,-12,Assistant,IT,Sao Paulo,4,4.66,3,3,5,4,3,4,5,4,5,4,5,5,5,3,4,4,3,3,4,5,3,4,4,5,5,3,4,5,5,4,4,3,5,4,4,Retirement,2.0,1
EMP-852,Female,40,0,0,,Master,0,2.7,0.0,3,1.0,250,30,217,274.38,78,5460.0,1111.87,0,7.86,404,-20,Specialist,Operations,Sao Paulo,8,8.73,5,7,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-853,Male,32,1,1,14.0,Bachelor,0,8.9,0.0,3,1.0,250,30,217,591.79,97,5060.0,1895.48,0,9.93,730,-19,Director,IT,Belo Horizonte,3,3.61,4,3,2,3,4,3,4,4,4,3,5,1,5,4,4,4,4,4,5,3,3,4,4,5,5,4,3,3,2,4,3,4,4,5,4,Better Offer,3.0,1
EMP-854,Other,29,1,1,4.0,Bachelor,0,22.0,0.0,6,1.0,250,30,214,176.93,22,3530.0,176.93,0,8.87,420,-18,Analyst,HR,Sao Paulo,5,5.25,5,4,5,5,5,5,5,4,5,5,4,5,5,5,4,4,5,5,4,4,4,5,4,4,5,5,4,4,5,4,3,4,4,5,4,Dissatisfaction,4.0,1
EMP-855,Female,31,0,0,,High School,0,5.1,0.0,4,1.0,250,30,216,93.57,16,2630.0,93.57,0,13.39,601,12,Assistant,IT,Rio de Janeiro,8,7.63,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-856,Male,57,2,0,32.0,High School,0,5.7,0.15242574960465688,7,1.0,250,30,213,0.0,7,2710.0,0.0,0,7.32,539,20,Assistant,Legal,Sao Paulo,6,6.85,4,6,5,5,5,5,5,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,4,5,5,5,5,Dissatisfaction,4.0,1
EMP-857,Female,47,2,2,18.0,PhD,0,4.4,0.0,4,1.0,250,30,216,942.21,69,6850.0,2196.66,0,10.01,481,-31,Director,Operations,Rio de Janeiro,9,9.18,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-858,Female,34,0,0,,High School,0,2.4,0.0,1,0.5,125,15,109,99.62,26,1430.0,99.62,0,8.37,504,-13,Analyst,Legal,Sao Paulo,9,8.8,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-859,Female,40,3,1,10.0,High School,0,2.2,0.0,3,1.0,250,30,217,1062.78,87,4140.0,1312.55,0,12.6,547,36,Manager,Operations,Sao Paulo,6,6.36,5,7,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,None,,0
EMP-860,Male,26,2,1,4.0,High School,1,2.1,0.0,5,1.0,250,30,215,0.0,11,2480.0,0.0,0,8.1,471,15,Specialist,Finance,Rio de Janeiro,4,4.21,5,5,4,3,5,4,4,4,3,5,4,4,4,3,5,4,4,4,3,5,4,5,4,4,4,5,4,5,4,4,5,4,3,4,3,Retirement,3.0,1
EMP-861,Female,38,0,0,,Master,0,2.4,0.0,4,1.0,250,30,216,0.0,10,4080.0,0.0,0,8.54,600,34,Specialist,Marketing,Rio de Janeiro,5,5.33,5,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4,5,4,5,4,5,2,5,5,4,5,5,3,4,4,3,5,None,,0
EMP-862,Male,30,3,3,6.0,Bachelor,0,14.1,0.0,6,1.0,250,30,214,456.09,123,5560.0,2192.62,0,9.72,585,73,Manager,Finance,Rio de Janeiro,7,7.74,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-863,Male,39,0,0,,Bachelor,0,1.6,0.0,4,1.0,250,30,216,403.15,175,6690.0,929.9,0,11.45,654,13,Analyst,Legal,Sao Paulo,5,5.32,5,5,4,5,5,4,5,5,5,4,4,4,3,5,4,4,5,5,4,5,4,4,4,4,4,4,5,3,5,4,5,5,5,4,4,None,,0
EMP-864,Female,29,0,0,,Bachelor,0,2.6,0.0,5,1.0,250,30,215,122.1,93,4950.0,1685.77,0,9.36,666,-13,Analyst,Marketing,Sao Paulo,7,7.62,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-865,Male,32,2,0,3.0,High School,0,1.2,0.0,7,0.5,125,15,103,0.0,0,1160.0,0.0,0,7.66,541,1,Specialist,Finance,Sao Paulo,8,8.7,5,10,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-866,Female,28,0,0,,High School,0,13.0,0.0,5,0.5,125,15,105,121.27,33,1470.0,121.27,0,10.87,635,33,Specialist,Marketing,Sao Paulo,6,7.15,5,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-867,Female,40,1,1,1.0,High School,0,7.5,0.0,4,1.0,250,30,216,542.0,89,4180.0,1205.5,0,13.46,629,-30,Analyst,IT,Rio de Janeiro,7,7.88,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Stress,5.0,1
EMP-868,Male,28,1,0,0.0,Bachelor,0,11.4,0.0,0,0.5,125,15,110,76.95,30,1840.0,76.95,0,11.89,669,84,Specialist,IT,Rio de Janeiro,5,5.02,3,3,5,3,5,5,5,5,4,5,5,5,5,4,5,4,4,4,5,5,4,5,5,5,3,4,5,4,4,5,4,4,4,5,4,Dissatisfaction,3.0,1
EMP-869,Female,39,1,1,18.0,Master,0,2.1,0.0,8,1.0,250,30,212,199.82,35,4590.0,199.82,0,11.03,477,76,Manager,Legal,Rio de Janeiro,9,8.52,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-870,Female,54,2,0,18.0,Bachelor,0,7.7,0.0,8,1.0,250,30,212,0.0,6,3460.0,0.0,0,9.13,556,89,Analyst,Finance,Curitiba,6,6.21,5,6,5,4,5,5,5,5,5,5,5,4,4,4,4,4,5,3,4,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,Better Offer,4.0,1
EMP-871,Male,42,2,1,14.0,Bachelor,0,2.8,0.0,5,1.0,250,30,215,753.69,169,6600.0,3832.18,0,10.3,479,54,Specialist,HR,Rio de Janeiro,7,7.25,4,6,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,4,None,,0
EMP-872,Female,32,3,2,8.0,Bachelor,0,7.8,0.0,8,1.0,250,30,212,435.67,42,3960.0,435.67,0,11.29,606,-150,Specialist,Legal,Sao Paulo,4,4.87,5,4,4,5,4,3,4,3,5,4,4,5,5,4,4,5,5,4,5,4,5,4,5,4,5,3,5,5,5,3,5,4,4,5,4,Stress,2.0,1
EMP-873,Female,26,0,0,,High School,0,8.7,0.0,2,1.0,250,30,218,147.71,38,3020.0,147.71,0,9.06,601,85,Assistant,HR,Sao Paulo,6,6.03,5,7,5,5,5,5,5,4,3,5,5,4,5,5,4,4,5,4,4,5,3,4,4,5,5,5,5,5,4,4,5,5,4,5,5,Dissatisfaction,4.0,1
EMP-874,Male,40,6,4,5.0,Bachelor,0,6.2,0.0,0,1.0,250,30,220,361.06,64,4480.0,1169.42,0,13.2,536,-31,Intern,Marketing,Remote,8,8.38,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-875,Female,48,2,1,29.0,No Degree,0,7.6,0.0,5,1.0,250,30,215,562.09,38,3240.0,562.09,0,12.88,403,42,Analyst,IT,Rio de Janeiro,7,7.46,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-876,Female,38,2,1,9.0,No Degree,0,0.9,0.0,4,1.0,250,30,216,270.02,72,3820.0,963.65,0,10.97,496,28,Specialist,Finance,Rio de Janeiro,9,9.13,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-877,Female,21,0,0,,Bachelor,0,3.8,0.0,9,1.0,250,30,211,76.65,21,3430.0,76.65,0,7.98,237,86,Director,HR,Sao Paulo,8,8.65,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-878,Female,43,0,0,,Bachelor,0,4.8,0.0,6,1.0,250,30,214,1243.25,91,5050.0,2982.81,0,13.96,550,68,Assistant,Marketing,Sao Paulo,4,4.6,5,3,5,4,3,4,4,4,4,4,4,3,5,4,4,4,5,5,5,3,4,5,4,5,4,4,4,4,5,4,5,5,5,4,4,Better Offer,4.0,1
EMP-879,Female,47,3,1,3.0,Bachelor,0,4.8,0.0,10,0.5,125,15,100,77.04,74,2375.0,1239.07,0,13.55,620,48,Analyst,Operations,Sao Paulo,7,7.85,5,9,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,Dissatisfaction,5.0,1
EMP-880,Female,49,4,3,29.0,Bachelor,1,4.2,0.0,4,1.0,250,30,216,1176.66,77,4830.0,1625.99,0,7.84,607,16,Specialist,HR,Sao Paulo,6,6.42,5,7,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,3.0,1
EMP-881,Male,30,0,0,,High School,0,4.5,0.0,2,1.0,250,30,218,330.8,19,2680.0,330.8,0,11.41,436,12,Specialist,Finance,Curitiba,7,8.25,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,None,,0
EMP-882,Male,41,1,1,2.0,Bachelor,0,2.7,0.0,5,1.0,250,30,215,182.96,121,5630.0,1760.11,0,10.84,545,40,Analyst,Marketing,Sao Paulo,8,8.27,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-883,Male,35,2,1,11.0,Bachelor,0,7.9,0.0,4,1.0,250,30,216,177.96,33,3810.0,177.96,0,11.19,629,-45,Analyst,HR,Sao Paulo,2,3.17,3,3,2,4,5,4,2,3,4,3,5,2,1,3,2,4,4,2,3,2,3,4,5,4,3,3,4,4,3,4,3,2,4,3,4,Dissatisfaction,1.0,1
EMP-884,Female,31,3,2,8.0,High School,0,13.3,0.0,5,1.0,250,30,215,830.98,145,5210.0,1236.8,0,8.82,427,52,Analyst,Legal,Rio de Janeiro,5,5.45,5,6,5,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,5,4,4,5,5,5,5,4,Stress,3.0,1
EMP-885,Female,32,2,1,7.0,PhD,0,13.0,0.0,6,1.0,250,30,214,774.47,25,5820.0,774.47,0,11.16,579,18,Specialist,HR,Sao Paulo,5,5.45,4,8,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,3,4,3,5,5,5,4,Personal,5.0,1
EMP-886,Female,33,2,1,7.0,Master,0,4.9,0.0,5,1.0,250,30,215,1106.72,112,6070.0,1816.21,0,11.83,584,-7,Assistant,IT,Rio de Janeiro,8,8.18,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Dissatisfaction,5.0,1
EMP-887,Male,42,1,1,22.0,Master,0,8.2,0.0,4,1.0,250,30,216,0.0,10,4120.0,0.0,0,13.4,352,-53,Specialist,Operations,Remote,7,7.49,5,7,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,Dissatisfaction,5.0,1
